,title,date,category,venue,venue_url,address,access_url,area,closest_station,advance_price,door_price
3043,"TAICO CLUB '09 KAWASAKI w/ múm, Carl Craig, Plaid, isolée, Soutaiseiriron, more",2009-09-20,Festival,,,,,,,,
9629,TAICO CLUB '12,2012-06-02,Festival,,,,,,,,
9640,TAICO CLUB '12,2012-06-03,Festival,,,,,,,,
7889,TAICO CLUB '13,2013-06-01,Festival,,,,,,,12000,13000
7900,TAICO CLUB '13,2013-06-02,Festival,,,,,,,12000,13000
5387,TAICO CLUB '15,2015-05-30,Festival,,,,,,,13000,14000
5415,TAICO CLUB '15,2015-05-31,Festival,,,,,,,13000,14000
119,TAICO CLUB 2011,2011-06-04,Festival,,,,,,,,
126,TAICO CLUB 2011,2011-06-05,Festival,,,,,,,,
4198,TAICO CLUB FESTIVAL,2009-06-06,Festival,,,,,,,,
4206,TAICO CLUB FESTIVAL,2009-06-07,Festival,,,,,,,,
802,TAICOCLUB,2017-05-27,Festival,,,,,,,"14,000円","15,000円"
821,TAICOCLUB,2017-05-28,Festival,,,,,,,"14,000円","15,000円"
1857,TAICOCLUB '18,2018-06-02,Festival,,,,,,,14000,15000
1865,TAICOCLUB '18,2018-06-03,Festival,,,,,,,14000,15000
2555,TAICOCLUB camps '10,2010-09-11,Festival,,,,,,,,
2598,TAICOCLUB camps '10,2010-09-12,Festival,,,,,,,,
656,TAICOCLUB camps ’11,2011-09-10,Festival,,,,,,,11000,12000
668,TAICOCLUB camps ’11,2011-09-11,Festival,,,,,,,11000,12000
8864,"TEST TONE/SDLX New Year Bash: EXPE EMERALDA UNIT, Muneomi Senju, onnacodomo & more!",2013-01-08,Festival,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,FREE!,FREE!
4210,THE CAMP BOOK 2017,2017-06-10,Festival,,,,,,,"1 day 7500, 2 days 14000",
4274,THE CAMP BOOK 2017,2017-06-11,Festival,,,,,,,"1 day 7500, 2 days 14000",
4176,THE GREENROOM FESTIVAL,2009-05-30,Festival,,,,,,,,
4183,THE GREENROOM FESTIVAL,2009-05-31,Festival,,,,,,,,
9448,"THE HAÇIENDA OISO FESTIVAL: PETER HOOK & THE LIGHT PERFORMING JOY DIVISION, THE CHARLATANS, more",2012-04-28,Festival,,,,,,,,
9457,"THE HAÇIENDA OISO FESTIVAL: PETER HOOK & THE LIGHT PERFORMING JOY DIVISION, THE CHARLATANS, more",2012-04-29,Festival,,,,,,,,
1796,THE M/ALL,2018-05-26,Festival,WWW,http://www-shibuya.jp/index.html,東京都渋谷区宇田川町13-17 ライズビル地下,http://www-shibuya.jp/access/,Shibuya,Shibuya,,入場無料 (ドリンク代別)
2130,"THE SUZAN, THE LET'S GO's, Christopher Allan Diadora, GABA, KETTLES, thatta, more",2016-08-27,Festival,Three,http://www.toos.co.jp/3/index.html,"Kitazawa 5-18-1 B1F, Setagaya-ku, Tokyo",http://www.toos.co.jp/3/3_access.html,Shimokitazawa,"Shimokitazawa, Setagaya-Daita",2500,3000
9346,TOIROCK FES 2012,2012-04-18,Festival,TOIRO,http://www.saitama-arena.co.jp/toiro,"Saitama Super Arena 4階 TOIRO, さいたま市中央区新都心８番地",,Saitama,,,500円 (+ drink 500円)
9370,TOIROCK FES 2012,2012-04-19,Festival,TOIRO,http://www.saitama-arena.co.jp/toiro,"Saitama Super Arena 4階 TOIRO, さいたま市中央区新都心８番地",,Saitama,,,500円 (+ drink 500円)
9376,TOIROCK FES 2012,2012-04-20,Festival,TOIRO,http://www.saitama-arena.co.jp/toiro,"Saitama Super Arena 4階 TOIRO, さいたま市中央区新都心８番地",,Saitama,,,500円 (+ drink 500円)
9408,TOIROCK FES 2012,2012-04-21,Festival,TOIRO,http://www.saitama-arena.co.jp/toiro,"Saitama Super Arena 4階 TOIRO, さいたま市中央区新都心８番地",,Saitama,,,500円 (+ drink 500円)
9352,TOIROCK FES 2012,2012-04-22,Festival,TOIRO,http://www.saitama-arena.co.jp/toiro,"Saitama Super Arena 4階 TOIRO, さいたま市中央区新都心８番地",,Saitama,,,500円 (+ drink 500円)
846,"TOKYO BOOT UP!: Metro-Ongen, The Watanabes, Sorrys!, Owarikara, Sunset Drive, more",2011-10-25,Festival,Marz,http://www.marz.jp,"Kabukicho 2-45-1 B1, Shinjuku-ku",,Shinjuku,Shinjuku,"2,000","2,500"
845,"TOKYO BOOT UP!: ザリガニ＄, 日の毬, GOODBYE APRIL, THE AKABANE VULGARS ON STRONG BYPASS, more",2011-10-24,Festival,Marz,http://www.marz.jp,"Kabukicho 2-45-1 B1, Shinjuku-ku",,Shinjuku,Shinjuku,2000,2500
840,"TOKYO BOOT UP!: 東京カランコロン, Addiction, ANGRY PENGUIN ROBO, Prague, more",2011-10-23,Festival,Marz,http://www.marz.jp,"Kabukicho 2-45-1 B1, Shinjuku-ku",,Shinjuku,Shinjuku,2000,2500
4316,TOKYO BOREDOM,2017-06-17,Festival,Goodman,http://www.clubgoodman.com,"A.S Building B1F, 55, Kanda-Sakumagashi, Chiyodaku",http://www.clubgoodman.com/access.html,Akihabara,Akihabara,,￥1000 + 1 Drink
6749,TOKYO BOREDOM #10,2013-11-09,Festival,Basement Bar,http://www.toos.co.jp,"5-18-1-B1F, Daizawa, Setagaya-ku",,Shimokitazawa,Shimokitazawa,,1500 + drink
3699,"TOKYO BOREDOM #11: Matmos, Jeff Carey, Phew, Seppuku Pistols, in the sun, GROUNDCOVER., more",2015-07-20,Festival,,,,,,,2500,3000
3037,"TOKYO BOREDOM #3 in TOKYO UNIVERSITY w/ KIRIHITO, PANICSMILE, Qomolangma Tomato, tacobonds, more",2009-09-20,Festival,,,,,,,,
3002,"TOKYO BOREDOM #3 in TOKYO UNIVERSITY w/ ULTRA BIDE, Melt Banana, uhnellys, worst taste, more",2009-09-19,Festival,,,,,,,,
2575,TOKYO BOREDOM in TOKYO DAIGAKU 2010,2010-09-25,Festival,,,,,,,,
2645,TOKYO BOREDOM in TOKYO DAIGAKU 2010,2010-09-26,Festival,,,,,,,,
584,"TOKYO DISCOTHEQUE: Kool & the Gang, Chaka Khan, Sheena Easton, Swing Out Sister, TRF, Da Pump",2019-03-23,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,"General Seating 12000, Gold Reserved Seating 20000",
4884,TOKYO JAZZ FESTIVAL,2017-09-01,"Festival,Jazz",NHK Hall,http://www.nhk-sc.or.jp/nhk_hall,"2-2-1, Jinnan, Shibuya",http://www.nhk-sc.or.jp/nhk_hall/access.html,Shibuya,"Harajuku, Yoyogi-koen, Shibuya",,
4891,TOKYO JAZZ FESTIVAL,2017-09-02,"Festival,Jazz",NHK Hall,http://www.nhk-sc.or.jp/nhk_hall,"2-2-1, Jinnan, Shibuya",http://www.nhk-sc.or.jp/nhk_hall/access.html,Shibuya,"Harajuku, Yoyogi-koen, Shibuya",,
4904,TOKYO JAZZ FESTIVAL,2017-09-03,"Festival,Jazz",NHK Hall,http://www.nhk-sc.or.jp/nhk_hall,"2-2-1, Jinnan, Shibuya",http://www.nhk-sc.or.jp/nhk_hall/access.html,Shibuya,"Harajuku, Yoyogi-koen, Shibuya",,
20,TOKYO M.A.P.S @ Roppongi Hills Arena,2011-05-03,Festival,,,,,,,,
27,TOKYO M.A.P.S @ Roppongi Hills Arena,2011-05-04,Festival,,,,,,,,
7652,TOKYO ROCKS (CANCELLED),2013-05-11,Festival,,,,,,,12500 (1 day) / 23000 (2 days),
7682,TOKYO ROCKS (CANCELLED),2013-05-12,Festival,,,,,,,12500 (1 day) / 23000 (2 days),
448,"TOKYO SKA JAMBOREE @ Yamanakako: FISHBONE, Tokyo Ska Paradise Orchestra, more",2011-08-06,Festival,,,,,,,,
4209,"TOKYO ZINESTER GATHERING 2015 DAY 1: 2UP, MCビル風, The Scrooge, Aoi Swimming...",2015-12-12,Festival,Pool,http://mdel.co.jp/pool/,"Silver building B2F, Sakuradai 1-7-7, Nerima-ku",http://mdel.co.jp/pool/map.html,Sakuradai,Sakuradai,2000jpy+1D,2000jpy+1D
4214,"TOKYO ZINESTER GATHERING 2015 DAY 2: Corneli, Lang Lee, Sonotanotanpenz...",2015-12-13,Festival,Pool,http://mdel.co.jp/pool/,"Silver building B2F, Sakuradai 1-7-7, Nerima-ku",http://mdel.co.jp/pool/map.html,Sakuradai,Sakuradai,DONATION+1D,DONATION+1D
4644,"TOKYO ZINESTER GATHERING: フロリダ, DiSKOMARGAUX, その他の短編ズ, コルネリ, 半額",2014-11-29,Festival,Pool,http://mdel.co.jp/pool/,"Silver building B2F, Sakuradai 1-7-7, Nerima-ku",http://mdel.co.jp/pool/map.html,Sakuradai,Sakuradai,2000jpy+1D,2000jpy+1D
8292,TONE RIVER JAM,2013-08-11,Festival,,,,,,,1500,2000
4386,"TONE RIVER JAM '09 with SOFT, Majestic Circus, Razoku, Zukanasi, METALGUINEE, Mela, more",2009-08-16,Festival,,,,,,,,
500,TONE RIVER JAM '11,2011-08-20,Festival,,,,,,,,
516,TONE RIVER JAM '11,2011-08-21,Festival,,,,,,,,
5949,TONE RIVER JAM '14,2014-08-10,Festival,,,,,,,2500,3000
8254,TONOFON FESTIVAL,2013-06-30,Festival,,,,,,,4500,
5498,TONOFON FESTIVAL,2015-06-07,Festival,,,,,,,4500,
4398,TONOFON FESTIVAL,2017-06-25,Festival,,,,,,,4500,
